Gene,baseMean,log2FC,lfcSE,stat,pvalue,padj
Pigk,1390.139341,0.720009206,0.159680449,4.508636257,6.52E-06,8.56E-05
Pigz,3.768083078,0.72006704,0.456262543,1.634549785,0.102143462,0.221396401
LOC120099461,8.671530804,0.720080746,0.486133674,1.474375984,0.140380387,0.275166333
LOC103693122,3.371539298,0.720420339,0.452893749,1.609215883,0.107569145,0.229244299
Bace2,15.65868296,0.720536007,0.468557814,1.528189753,0.126465432,0.256345486
RGD1304728,220.5794723,0.720740742,0.235177358,3.062917276,0.002191906,0.01138821
Mrpl38,62.09171279,0.720799803,0.32382104,2.221750497,0.026300172,0.081593456
Phkb,297.6992377,0.721068036,0.207339763,3.476028231,0.000508899,0.003445239
Haus4,35.10158262,0.721453621,0.388113604,1.852069882,0.064015789,0.158272636
Donson,109.665293,0.721583446,0.288829902,2.4954921,0.012578256,0.046286683
Retsat,522.3529503,0.721632444,0.189275278,3.811664745,0.000138034,0.001170354
Sez6l,2027.725099,0.721654159,0.210775763,3.423558284,0.00061807,0.004034098
Galnt4,2.687582847,0.722051774,0.438431466,1.779497932,0.075158164,0.177558648
LOC120097087,440.2911261,0.722164486,0.291757718,2.47490198,0.013327275,0.04837166
Plppr4,21.96043124,0.722259835,0.459083622,1.570330241,0.116338302,0.24208968
Mrpl33,2369.13281,0.722360535,0.330540143,2.185386746,0.028860502,0.087515991
Slc7a8,104.8934038,0.722535465,0.309535399,2.33079644,0.019764096,0.065808158
Fam214b,273.6283797,0.723108417,0.334822649,2.158479794,0.030890548,0.092349336
MGC109340,403.8479842,0.723211163,0.203956981,3.544837185,0.000392856,0.002794293
RGD1560208,6.119091708,0.723259699,0.484558267,1.492530637,0.135560092,0.268528019
Slc39a9,1343.470522,0.72339515,0.341025972,2.121143988,0.033909687,0.099201248
Ints10,328.9564235,0.723499081,0.416875719,1.735459167,0.082659508,0.189767891
Fbxl16,58.68118262,0.723945046,0.4848415,1.498912245,0.133896399,0.266230038
Vps13d,494.7825845,0.723997382,0.255620651,2.831431165,0.004634021,0.020968435
Map4k3,217.965907,0.724058769,0.21848637,3.311965337,0.00092643,0.005652779
Armc8,227.8100392,0.724090455,0.403995505,1.791802368,0.073164629,0.174202841
Slc8a1,176.8965796,0.72429017,0.308626387,2.344788486,0.019037876,0.063779465
Acot2,106.4771181,0.724333993,0.379328803,1.906964984,0.056525122,0.144432319
Ccnyl1,199.4247618,0.72449662,0.343414034,2.108223182,0.035011689,0.101520211
Fam43a,54.16971465,0.724584136,0.326219788,2.216153859,0.026680967,0.082470832
Nit2,430.9249299,0.72476354,0.277207063,2.613607119,0.008959199,0.035571947
Pkd1,290.8979433,0.724767294,0.198918104,3.641772292,0.000270768,0.002053514
Bmper,29.17357931,0.724819964,0.409338287,1.762658538,0.077958098,0.182085528
Rab3c,5.153694909,0.725057533,0.486003237,1.484363835,0.137712424,0.27139988
Parp3,16.53143711,0.725190427,0.464576406,1.551500065,0.120781892,0.248712784
Dbp,451.3984594,0.725252266,0.207794332,3.489103108,0.000484644,0.003324734
Prpf3,240.4037672,0.725352074,0.230861047,3.139987937,0.001689548,0.00921071
Asah1,518.8997973,0.725390895,0.190297885,3.810907736,0.000138457,0.001172872
Wasl,351.0596696,0.725572445,0.286875054,2.528230267,0.011463914,0.043153746
Degs1,736.5558053,0.725856471,0.268015185,2.707717944,0.006774757,0.028376852
Inka1,11.49006411,0.725897045,0.4879735,1.486468053,0.137155361,0.270511285
Nlgn1,254.7716338,0.726437918,0.270085764,2.68868034,0.007173508,0.029711492
Dock3,97.14888118,0.726504551,0.294049785,2.46760976,0.013601851,0.04915095
Tmem143,41.5792744,0.726773605,0.374828046,1.934801125,0.053014705,0.13790137
Lrrc57,67.01972552,0.726816768,0.403861074,1.79684755,0.072359825,0.172674476
Pcdhb21,61.46570385,0.726987849,0.348168248,2.083177634,0.037235035,0.106157635
Aplnr,20.57543671,0.727317808,0.428331786,1.687486134,0.091509914,0.204466603
LOC120095676,268.4354408,0.727544985,0.295275346,2.463076711,0.013775044,0.04966569
Bet1,492.0741553,0.727586307,0.359501321,2.023484335,0.043023237,0.117562612
Tfpt,387.882173,0.727684757,0.202232196,3.59703674,0.000321863,0.002363686
Fam107b,22.90470469,0.727770471,0.424432523,1.708531256,0.087537812,0.197711772
LOC120099124,4.439749209,0.727915935,0.448795996,1.719423323,0.085537319,0.194612287
Ddx39b,1139.864727,0.727929132,0.182567688,3.986733619,6.70E-05,0.000634563
Dbr1,136.744241,0.728030924,0.406990651,1.787277145,0.073892706,0.175553164
St3gal6,95.32040286,0.728178096,0.319328984,2.276846691,0.022795382,0.073231942
Eaf1,458.1963012,0.72829199,0.437482228,1.665681793,0.09577681,0.21147766
Eftud2,1327.13948,0.728761706,0.20657448,3.527549581,0.000419425,0.002944606
Tnfsf12,126.1275067,0.728977064,0.256396563,2.839688565,0.00451576,0.020508384
Prxl2c,70.81155311,0.729146087,0.355837075,2.045307999,0.040824503,0.113324663
Tmem101,87.99668214,0.729247215,0.452437387,1.611197961,0.107136582,0.228509999
Mtmr10,418.7327417,0.729275311,0.207118167,3.519817498,0.000431844,0.003010406
Slc66a2,254.5438111,0.729522661,0.233184721,3.127124723,0.00176525,0.009537598
Fam219a,1212.531256,0.729727792,0.172942327,4.219048054,2.45E-05,0.000270249
Mtif2,448.4676834,0.72994849,0.200819951,3.633769195,0.000279311,0.002104534
Tmem128,1351.956428,0.730003714,0.358571615,2.035875756,0.041762833,0.115170763
Bid,183.9771827,0.73003877,0.381039234,1.914575528,0.055546658,0.142446613
Acot13,180.8373356,0.730133768,0.229485477,3.179111056,0.001477275,0.008253422
Setdb1,245.4576094,0.730382721,0.270442102,2.698961789,0.006955616,0.029007009
Angpt1,33.52114867,0.730562176,0.388251548,1.874791029,0.060821478,0.15286157
Apoc1,10.32489414,0.730766908,0.484248887,1.504590298,0.132429442,0.264416835
Tasor,758.151405,0.731250023,0.357838691,2.043342663,0.041018529,0.113727061
Dennd2a,184.4915829,0.731503185,0.278130839,2.627878076,0.00859193,0.034380701
Tbp,93.28873376,0.731547753,0.320881091,2.276547226,0.022813277,0.073276737
Plat,285.8585151,0.731896258,0.251272892,2.91115545,0.003600948,0.017042466
Fn1,70.5644216,0.731910965,0.299762171,2.437064795,0.014807026,0.052471753
RGD1560212,358.1229282,0.732041227,0.275530466,2.655671067,0.007915078,0.032193307
Mafa,19.22008994,0.732260831,0.48677161,1.505561178,0.132179861,0.264115847
Tamalin,33.75437588,0.732270802,0.380493878,1.916736067,0.055271471,0.141933095
Zglp1,4.753795548,0.732466078,0.479775963,1.532054275,0.125509042,0.255262172
Cisd2,1035.439412,0.732532976,0.336240982,2.178418709,0.029374878,0.088743687
Hoxc9,41.24081461,0.732537436,0.359659267,2.031282496,0.042226346,0.116138109
Wdr36,433.1773084,0.732562131,0.221785117,3.301836923,0.000960539,0.005822581
Tceal8,1506.687178,0.733089235,0.359854494,2.037219448,0.041628056,0.114918719
Tmem69,92.72708921,0.73342503,0.357602759,2.04918209,0.040444313,0.112758817
Elovl2,443.312265,0.733561992,0.186078517,3.941028616,8.11E-05,0.000745884
Nlk,94.70966903,0.733569502,0.453345875,1.618707113,0.105510296,0.226287001
LOC102555659,369.569271,0.733666788,0.200444509,3.658709285,0.000253489,0.001946779
Gpr143,14.25483453,0.733676146,0.487536958,1.508630484,0.131393239,0.26294246
Slc45a1,95.692852,0.733833379,0.357842934,2.049493892,0.040413845,0.112690815
Aptr,16.77340259,0.733855177,0.477784097,1.567978922,0.116886052,0.242984087
Dmpk,80.31781515,0.734300637,0.357503312,2.0518622,0.040183056,0.112216026
Timm21,316.0225175,0.734401229,0.252166771,2.910958316,0.003603221,0.017048871
Mfap3l,303.8497247,0.734420218,0.194771561,3.768904607,0.000163966,0.001346507
Cnnm3,186.5098875,0.734456741,0.287566791,2.552808451,0.010685825,0.040804622
Hdhd2,331.7048378,0.734469375,0.38935708,1.886027924,0.059291192,0.149991346
Pole4,172.0891033,0.734496924,0.301074764,2.437527444,0.014788092,0.052421255
Qsox2,175.1369131,0.734551818,0.261189768,2.809864405,0.004956238,0.022097503
LOC108350396,32.06966007,0.734749807,0.368652408,1.984747685,0.047172551,0.126249672
Pcdhb7,40.11172218,0.735304815,0.348146133,2.104930678,0.035297343,0.102172748
Gadd45b,1310.126461,0.735307679,0.177185666,4.149498958,3.33E-05,0.000348593
LOC120095931,9.367583888,0.735376088,0.471953186,1.592823507,0.11119979,0.234662309
Crot,150.2998296,0.735386975,0.23086145,3.182291571,0.001461146,0.008180567
Fkbp10,88.65215655,0.73555419,0.338949555,2.168027327,0.030156607,0.090601745
Krt10,151.6884423,0.736045578,0.362289814,2.030029683,0.042353522,0.116367071
C8g,31.83866945,0.736052384,0.374635527,1.95622704,0.050438414,0.132768698
Cnih1,964.6750384,0.736419976,0.201542216,3.653351264,0.00025884,0.001981695
LOC102551929,4.109586356,0.736638301,0.444964835,1.721732842,0.085117925,0.193994799
Aurkb,25.03680648,0.73684728,0.456675777,1.606669879,0.108126805,0.230062575
LOC120098310,31.3542676,0.737045989,0.408364185,1.796660788,0.072389488,0.172674476
Ythdf2,948.2100916,0.737058727,0.176714846,4.170237272,3.04E-05,0.000323899
LOC120095122,4.084286951,0.737122375,0.45401983,1.694594782,0.090152318,0.202359814
Cd81,7224.406953,0.73725139,0.166570295,4.425984472,9.60E-06,0.000120236
Plgrkt,311.2154927,0.737354252,0.242438232,3.040079213,0.002365159,0.012118582
Zfp267,166.1550214,0.737737694,0.233585918,3.155616552,0.001601593,0.008812561
Ubr3,257.2393985,0.737768805,0.234790013,3.140491582,0.001686646,0.009198667
Slc36a4,105.9200624,0.737852397,0.267587962,2.753301218,0.005899759,0.025306321
LOC102555814,14.33351029,0.738203924,0.45408163,1.61373949,0.106583944,0.227956872
Tstd3,566.0527325,0.738443577,0.225963458,3.267334765,0.001085652,0.006403069
Thbs2,29.08888186,0.738782137,0.403153047,1.824484962,0.068078788,0.165147169
Rbm3,474.4656951,0.738865844,0.179155822,4.122972369,3.74E-05,0.000385512
Asmtl,328.2906741,0.739207296,0.205880362,3.588870189,0.000332114,0.002429964
Crtapl1,80.10717558,0.73927039,0.376027794,1.962319269,0.049725325,0.131459468
Slc44a2,988.9797247,0.739613108,0.253300925,2.919444514,0.003506558,0.016676611
Lamtor3,417.0870496,0.739626654,0.428430711,1.726897352,0.0841861,0.192438715
LOC498453,35.94766856,0.73976277,0.404818521,1.820078598,0.068747036,0.166316038
Sik3,434.0062209,0.739824936,0.251531995,2.940624813,0.00327551,0.015780146
Scamp2,821.9711636,0.73985583,0.208945549,3.540324335,0.000399636,0.002833821
LOC120093694,6.204567846,0.740165344,0.486515956,1.519785736,0.128564835,0.259494692
Ptch1,2270.283086,0.740282109,0.161181007,4.592586908,4.38E-06,6.01E-05
Btbd10,340.3650617,0.740656517,0.328588135,2.253063651,0.024255136,0.076764462
Tbc1d8,324.8857739,0.740866999,0.308518135,2.400471394,0.01637397,0.056806998
LOC102554363,22.56620071,0.741008902,0.430015878,1.714397095,0.086455822,0.196080027
Rab23,260.0592493,0.741420371,0.301577262,2.457139336,0.014004836,0.050311647
Rab5if,821.5177007,0.741573303,0.187679767,3.950572342,7.80E-05,0.000721046
Msl3l2,89.12121256,0.741621773,0.358747228,2.064671316,0.03895411,0.109559543
Dhtkd1,34.92642727,0.742147724,0.484598992,1.539131605,0.123772171,0.253043811
Wnk4,45.1444178,0.742401144,0.390946793,1.895865424,0.057977842,0.147554643
Kcna5,80.40406273,0.742590517,0.377486487,1.963589508,0.049577715,0.13116273
Ptprd,653.6082581,0.742862878,0.187058417,3.97053868,7.17E-05,0.000672257
Lrrc27,5.507326202,0.743318504,0.481283017,1.543677427,0.122666497,0.251633059
Fzd8,166.982749,0.743327926,0.228734052,3.246845848,0.001166916,0.006798027
Plpp6,419.1142022,0.743379389,0.387710178,1.917113863,0.055223468,0.141829469
Sf3b6,866.1860656,0.743396774,0.359125579,2.069880467,0.03846354,0.108845357
Zfp266,1533.993271,0.743490169,0.394229056,1.886306872,0.059253614,0.149952975
Abhd16a,323.3325998,0.743563458,0.203947906,3.64426531,0.000268157,0.002036212
Hax1,308.2568578,0.744297286,0.242647819,3.066081348,0.002168843,0.011300466
Il1r1,21.33798555,0.744470747,0.487867484,1.541261442,0.123253169,0.252233033
Kidins220,1461.420871,0.744596184,0.203616873,3.656469609,0.000255713,0.001961804
Sdhaf2,548.1671252,0.744733399,0.225776868,3.297589626,0.000975185,0.005890595
Nat2,3.219880591,0.745226652,0.432447568,1.878989699,0.0602459,0.151867825
Doc2g,4.339427244,0.745286774,0.463415727,1.626266586,0.103892957,0.224119873
Nit1,145.0389088,0.745290591,0.317778631,2.342724797,0.019143498,0.064086998
Fads1,1669.942267,0.745617715,0.187082608,3.985158426,6.74E-05,0.000637659
RGD1565222,119.0915565,0.745819598,0.363165366,2.051028204,0.0402642,0.112425699
Enkd1,40.49538962,0.746040315,0.354836201,2.094694524,0.036198156,0.103909988
Psd2,236.8414264,0.746059865,0.407288019,1.831216216,0.067068277,0.163358343
Tacc2,175.6169736,0.746086859,0.314121422,2.373147341,0.017637227,0.060203716
LOC681177,2.598991937,0.746288224,0.408736044,2.131686189,0.033032653,0.097318793
Ttc16,2.731345405,0.746369493,0.407897261,2.158282024,0.030905911,0.092374003
RGD621098,18.93465209,0.746455386,0.462793835,1.610870956,0.107207852,0.228598435
Ak6,142.400825,0.746527705,0.40072913,1.861501761,0.062673352,0.156056395
Tmem198b,88.78332278,0.746781304,0.310547808,2.401573725,0.016324719,0.056665906
Chmp1b,611.0629076,0.74689995,0.270733394,2.758118933,0.005813504,0.025017361
Gaa,1083.731268,0.747220309,0.254150362,2.939848283,0.00328373,0.01581153
Pnpla7,65.02802196,0.747606644,0.330119236,2.26056331,0.023786312,0.0757201
Tmod1,11.94446089,0.747632548,0.478765077,1.548819609,0.12142509,0.249649124
Ndufb6,1087.399848,0.747939627,0.350841352,2.131749439,0.03302745,0.097318793
St7l,168.8576709,0.748004604,0.305610712,2.446397289,0.01442919,0.051444045
Ptgds,572.4057922,0.748042344,0.250980539,2.980016342,0.00288233,0.014252546
Glce,81.59979442,0.748258339,0.391475356,1.908699867,0.05630082,0.143978225
Ccdc28a,130.5836547,0.748322807,0.44099545,1.697825828,0.08954064,0.201547958
Spire2,13.40340285,0.74879244,0.487950981,1.541930827,0.123090404,0.252079171
Slc12a4,2513.888305,0.749035269,0.26183991,2.860588587,0.004228554,0.019432485
Gtf2ird1,126.8055921,0.74910874,0.25562948,2.927225107,0.003420012,0.016369977
Tpmt,117.6137219,0.749341895,0.431443308,1.735751332,0.082607813,0.189672693
Trmu,114.9097942,0.749341931,0.398291571,1.880977471,0.059974984,0.151352982
Fkbp11,75.85937378,0.749726871,0.348731784,2.14723226,0.031774796,0.094423083
Mtmr3,967.5984029,0.749847755,0.40646802,1.845211829,0.06500673,0.160018559
Gskip,121.0968763,0.750190788,0.338066379,2.216539597,0.026654569,0.082470832
Epb41l4b,266.6799995,0.750322988,0.225823787,3.320907596,0.000897252,0.005505543
LOC103691238,43.14396601,0.750687109,0.44062449,1.699162261,0.089288615,0.20109311
Pfkfb3,1009.937894,0.750718477,0.169579159,4.426337262,9.58E-06,0.000120168
Uba2,185.2166287,0.750848735,0.361488185,2.0757352,0.037918448,0.107708608
Vsir,444.2477025,0.751268502,0.198805559,3.777790737,0.000158226,0.001306313
Cep78,68.21456607,0.751413226,0.370670809,2.022598105,0.0431146,0.117760204
Tmem8b,250.0723485,0.751779482,0.264399004,2.84218155,0.004480597,0.020368646
Dnajc22,2.837449765,0.751846904,0.440845888,1.842354369,0.065423332,0.160819782
Gtpbp6,215.5357303,0.751966389,0.322954664,2.327777283,0.019923933,0.066223102
Zfp446,166.8619136,0.752540113,0.265903253,2.827359412,0.004693362,0.021159496
Def8,123.3815912,0.752827766,0.259272126,2.900406032,0.003726796,0.01750848
Vps26c,405.0794724,0.753188089,0.386509265,1.948404871,0.051366537,0.134665588
Derl2,400.3377907,0.753311895,0.291337506,2.585106267,0.009734899,0.037994997
Psph,284.7933632,0.753810661,0.30408234,2.477627194,0.013225926,0.048078483
Tbxa2r,7.687931837,0.753912294,0.486581318,1.561428512,0.118422679,0.245216274
St6galnac4,302.4530599,0.754268205,0.224365747,3.360188582,0.000778893,0.004889306
Nus1,393.3007605,0.754358966,0.283550064,2.659363933,0.007828835,0.031891494
Prrg2,91.60453401,0.754484805,0.26675744,2.823739666,0.004746692,0.021349717
Cbln1,10.28152186,0.754579837,0.48807213,1.545995819,0.122105578,0.250686861
Tmem267,20.38701524,0.754584311,0.482921131,1.560823244,0.118565462,0.245402316
Fam234a,64.38187776,0.754690113,0.322906044,2.332187359,0.019690837,0.065635289
Txndc17,394.1739133,0.7550687,0.264850067,2.849740396,0.004375493,0.019964262
Spint2,7.387456125,0.755115239,0.48737594,1.538019151,0.124043932,0.253445824
Tmem199,148.1394553,0.755393664,0.296799575,2.542663732,0.011001105,0.041724991
Kcnt2,5.904594651,0.755501366,0.487921848,1.535269884,0.124717549,0.254415567
Sema6d,597.651333,0.755561524,0.203138568,3.718557236,0.000200364,0.00159457
F3,256.9286086,0.755654232,0.433988306,2.046743232,0.040683302,0.113152913
Tpcn1,78.90085148,0.75580166,0.330355181,2.284178873,0.022361021,0.072262183
Nfkbiz,25.42521531,0.755992481,0.412350071,1.826505773,0.067774112,0.164580326
Scube1,220.6038719,0.756029005,0.284394588,2.657221502,0.007878766,0.032066715
Agk,68.3654799,0.756791279,0.3829777,1.974542023,0.048320144,0.128311676
Plk4,52.70498564,0.756980451,0.425942865,1.772758361,0.076268756,0.179382489
Pmpcb,944.613539,0.757082805,0.384918015,1.967000593,0.049183142,0.130267535
Slc30a1,11.70396015,0.757113212,0.487606048,1.559374259,0.118907825,0.245863939
Cp,76.27854119,0.757221787,0.313656789,2.409431745,0.015977384,0.055754469
Pfdn4,351.0188264,0.758029866,0.278242322,2.723278512,0.006463754,0.027265103
Lap3,1143.155724,0.758596345,0.221114158,3.430310433,0.000602891,0.003960117
Ndfip1,2778.236275,0.758814226,0.161921089,4.686099176,2.78E-06,4.06E-05
Pnma3,38.26598324,0.759049518,0.385578496,1.960645647,0.049920374,0.131836702
Herpud2,220.5218921,0.759096443,0.256430182,2.958112343,0.003095293,0.015070356
Crocc,65.18253864,0.759299095,0.303433354,2.496829784,0.012530909,0.046139922
Med7,352.4745445,0.759597665,0.207054257,3.666971544,0.00024544,0.001897913
Chst11,1086.21902,0.759678198,0.183882575,4.130730064,3.62E-05,0.00037474
Gtf2b,337.6477476,0.759805168,0.402517017,1.887425837,0.059103073,0.149699259
Gga1,446.8302066,0.759827341,0.251046691,3.025542749,0.002481873,0.012582661
Smpd2,155.3972803,0.760198205,0.255188846,2.976018343,0.002920174,0.014370697
Map3k14,28.09190743,0.760575191,0.40077762,1.891180769,0.058600218,0.148730386
Ddx3,398.3045069,0.76059292,0.292295589,2.601115526,0.009292116,0.036629188
Mgst1,157.4434112,0.760738894,0.292848483,2.595917764,0.009433864,0.037054044
Cd248,16.01873705,0.760776323,0.458715184,1.647140851,0.099529098,0.217279028
Edem3,632.7873645,0.760854352,0.304995865,2.49412198,0.012626914,0.046428886
LOC102551377,10.53795017,0.760889771,0.485315709,1.559822959,0.118801724,0.24569935
Ddx50,964.4057099,0.761007638,0.224576383,3.388073126,0.000703855,0.004489708
Sec11c,3353.533152,0.761071154,0.223883835,3.399249704,0.00067571,0.004336569
Srsf7,2295.051008,0.761489951,0.162896514,4.67442032,2.95E-06,4.25E-05
LOC120101516,2.548975714,0.761775883,0.411578475,2.147080171,0.0317869,0.094430673
B4galt4,54.43917797,0.761884048,0.415053505,1.833776906,0.066687117,0.162865855
