GENE,SNP,baseMean,EFFECTSIZE,lfcSE,stat,pvalue,P
Utp4,Utp4,153.5693519,-0.409226143,0.249021032,-1.643570775,0.100264895,0.218408395
LOC102553536,LOC102553536,4.261059025,-0.408936605,0.461771435,-0.895214912,0.370672215,0.536856587
Eipr1,Eipr1,1057.507669,-0.408760632,0.263094776,-1.553708408,0.120253987,0.247818368
Adam30,Adam30,4.552743748,-0.408507067,0.450297591,-0.918984437,0.358103713,0.524677398
D2hgdh,D2hgdh,226.4072329,-0.408336688,0.232999792,-1.752780982,0.079639609,0.184721604
Rpl34,Rpl34,14249.59156,-0.408298318,0.17710179,-2.305449518,0.021141411,0.069201268
Trnap-agg_40,Trnap-agg_40,18.01753403,-0.408135052,0.487894316,-0.839020228,0.401457959,0.567698843
LOC120095283,LOC120095283,1.588647281,-0.408086771,0.336289649,-1.436460529,0.15087134,0.289774036
Cabp2,Cabp2,1.769751493,-0.407854108,0.353660986,-1.283977165,0.199149945,0.350896754
LOC120095593,LOC120095593,1.934499537,-0.407648009,0.317407102,-1.804515062,0.0711506,0.170700683
LOC100912028,LOC100912028,1.934499537,-0.407648009,0.317407102,-1.804515062,0.0711506,0.170700683
Scn1a,Scn1a,13.46268126,-0.4076305,0.473515965,-0.862123847,0.38861937,0.555388746
Rgs17,Rgs17,30.98624006,-0.407582459,0.41587321,-0.979964816,0.327103486,0.493284921
LOC120101628,LOC120101628,1.481797356,-0.407557362,0.365504616,-1.192550448,0.233045482,0.389669679
LOC108352526,LOC108352526,169.5495668,-0.407403929,0.263644816,-1.545481682,0.122229796,0.250858563
Kdr,Kdr,104.5032251,-0.4072861,0.305788708,-1.332416097,0.182723495,0.329884312
Fam161a,Fam161a,7.558056295,-0.407058684,0.476159508,-0.862129153,0.38861645,0.555388746
Rpl7,Rpl7,12570.41085,-0.406974341,0.213579011,-1.905505133,0.056714441,0.144876137
LOC120095083,LOC120095083,14.17976847,-0.406849881,0.486028161,-0.838552284,0.401720596,0.567983608
Gpkow,Gpkow,176.0725709,-0.406547477,0.243558192,-1.669420373,0.095034099,0.210464265
LOC120102214,LOC120102214,53.79889781,-0.406377136,0.429142007,-0.94822811,0.34301334,0.509736846
Trnaa-cgc_4,Trnaa-cgc_4,12.94384229,-0.406369833,0.449248542,-0.905259631,0.365327857,0.531380105
LOC120095292,LOC120095292,1.947063457,-0.406300213,0.43409376,-0.942470693,0.345951709,0.5125016
Atp2b4,Atp2b4,101.8037752,-0.40628473,0.316088006,-1.28591004,0.198474459,0.350033135
Ccar1,Ccar1,2186.932064,-0.406242348,0.165855073,-2.449410699,0.014309019,0.051143434
Stag1,Stag1,216.9398173,-0.406232286,0.240996896,-1.685692575,0.091855028,0.205188264
LOC102555037,LOC102555037,4.434343796,-0.406224803,0.460067471,-0.896590499,0.36993747,0.536001758
Fancg,Fancg,64.03228828,-0.406192564,0.291163581,-1.395741734,0.162792282,0.304710308
Atf6,Atf6,1356.584976,-0.406137447,0.190102621,-2.136469168,0.032641191,0.096506628
Rassf4,Rassf4,64.04496027,-0.406073078,0.34177301,-1.188847605,0.234499641,0.391452724
LOC103693859,LOC103693859,5.717629408,-0.405839454,0.487866944,-0.833009966,0.404839109,0.571129915
Xrn1,Xrn1,222.8463817,-0.405779653,0.205155122,-1.978203551,0.047905748,0.127594986
Slc4a9,Slc4a9,1.715114211,-0.405727051,0.343758489,-1.501396005,0.133253167,0.26543275
Camk1d,Camk1d,26.71058785,-0.405711102,0.437171837,-0.929203555,0.352783606,0.519344744
Csgalnact1,Csgalnact1,299.139281,-0.405532193,0.24200666,-1.675986965,0.093740746,0.208246634
Zfp318,Zfp318,357.2582927,-0.405353758,0.25321598,-1.601053691,0.109365028,0.232005001
Rfc3,Rfc3,1102.558188,-0.405335825,0.286903174,-1.412854467,0.157698519,0.298540444
LOC102555473,LOC102555473,10.66637145,-0.405321996,0.481008958,-0.84713027,0.396922515,0.563563108
Slc25a1,Slc25a1,784.3838419,-0.405198327,0.195681232,-2.070805311,0.038376994,0.108661566
Parn,Parn,743.9187474,-0.405136581,0.308385633,-1.31372967,0.188937193,0.337607537
Fam166a,Fam166a,2.187476896,-0.405031888,0.363015656,-1.230778702,0.218405643,0.372712667
Tmem183a,Tmem183a,1801.122135,-0.404996855,0.150901625,-2.68388731,0.007277163,0.030093763
Aptx,Aptx,215.085991,-0.40478093,0.27394862,-1.477755438,0.13947325,0.274043469
LOC103690933,LOC103690933,1.812295765,-0.404762508,0.375153941,-1.140376549,0.254129459,0.414051714
Psmb1,Psmb1,7191.411487,-0.404738319,0.174995439,-2.312862447,0.020730203,0.068168143
Pitpna,Pitpna,1153.048613,-0.404610429,0.172202892,-2.34964864,0.01879114,0.063215549
Slc25a11,Slc25a11,39.40438897,-0.404533255,0.481831805,-0.840842077,0.400436411,0.566946047
Lrat,Lrat,2.158634913,-0.40430309,0.390497133,-1.085764014,0.277583411,0.44057427
Epb41,Epb41,618.7541446,-0.404186753,0.190728334,-2.119308876,0.034064372,0.099520348
LOC120096948,LOC120096948,2.302008078,-0.404069779,0.393302444,-1.081744036,0.27936628,0.442358043
Acadl,Acadl,3226.845265,-0.404025827,0.241477389,-1.673144862,0.094298782,0.209285734
LOC108350472,LOC108350472,1.621822322,-0.403744046,0.315613025,-1.720300329,0.085377864,0.194424127
LOC120093645,LOC120093645,1.621822322,-0.403744046,0.315613025,-1.720300329,0.085377864,0.194424127
Stxbp3,Stxbp3,1493.011856,-0.403476487,0.20369243,-1.980862975,0.047606642,0.127000774
LOC120095136,LOC120095136,2.16363134,-0.403209117,0.419684197,-0.978193196,0.327978781,0.494086485
LOC120102321,LOC120102321,5.631762278,-0.403058525,0.486700845,-0.831971726,0.405424904,0.571564965
Paip2b,Paip2b,2616.642468,-0.402989422,0.296177148,-1.360637353,0.173628321,0.317958499
Nav1,Nav1,1172.935722,-0.402973667,0.184967673,-2.178691185,0.029354617,0.088738615
LOC120099914,LOC120099914,19.64718628,-0.40265646,0.479200756,-0.849086447,0.395833191,0.562476517
LOC102546680,LOC102546680,2.957669518,-0.402615116,0.333271469,-1.724498358,0.084617915,0.193191183
Slc8a2,Slc8a2,21.2896422,-0.402519739,0.444675109,-0.906755617,0.364536045,0.531007943
Pigt,Pigt,884.0442473,-0.402435862,0.221215676,-1.819309683,0.068864197,0.166399375
LOC100911864,LOC100911864,8.153386873,-0.40225939,0.478964851,-0.849716374,0.395482793,0.562436977
Sfxn3,Sfxn3,87.89816022,-0.402149292,0.323394376,-1.244005143,0.21349767,0.366495769
Maob,Maob,99.18601299,-0.401963365,0.302207675,-1.330585007,0.183325598,0.330713744
Ppp1r1b,Ppp1r1b,87.53465044,-0.401780867,0.333639078,-1.204846319,0.228262635,0.384159924
Klhl13,Klhl13,696.7029245,-0.401498336,0.168394564,-2.38435223,0.017109218,0.05882741
Agtpbp1,Agtpbp1,535.8865244,-0.401290207,0.229820526,-1.746215075,0.080773586,0.186756186
Smc4,Smc4,427.3377004,-0.401093795,0.215434667,-1.861958516,0.062608938,0.155937882
Akap7,Akap7,111.1934617,-0.400934446,0.274985598,-1.458371036,0.1447383,0.281182011
LOC120094104,LOC120094104,5.02686286,-0.400819595,0.451194737,-0.906341839,0.364754947,0.531107261
LOC120100656,LOC120100656,4.624031928,-0.400594625,0.47402152,-0.853357515,0.393461074,0.560407765
Rab6b,Rab6b,447.5391335,-0.400582986,0.245517355,-1.631704476,0.102741757,0.222176101
Dnpep,Dnpep,677.541912,-0.40052883,0.202124868,-1.981703934,0.047512387,0.126820525
LOC120093717,LOC120093717,10.82323084,-0.400394762,0.475673465,-0.841960988,0.399809791,0.56653469
Orc1,Orc1,17.47550892,-0.400298892,0.442783892,-0.90449938,0.365730663,0.531776342
LOC120096917,LOC120096917,4.563152477,-0.400265258,0.413659727,-1.019065064,0.308172078,0.473284318
Wdr17,Wdr17,6.210407783,-0.399969572,0.477741027,-0.838769494,0.401598672,0.56785452
Tmem147,Tmem147,1373.921479,-0.399968854,0.202533243,-1.974893242,0.048280264,0.128287345
Ankrd13a,Ankrd13a,551.9434373,-0.39984323,0.193470177,-2.066829491,0.038750224,0.109334357
Cntln,Cntln,52.23695998,-0.399828536,0.337041397,-1.186703916,0.23534443,0.392374731
LOC102550864,LOC102550864,2.127260456,-0.399813638,0.346566353,-1.341066096,0.179898994,0.326043647
Tram2,Tram2,129.3316116,-0.399777885,0.304348102,-1.313796929,0.188914551,0.337607537
Cep83os,Cep83os,28.09123051,-0.399682749,0.418991768,-0.954852652,0.339652217,0.505999121
Metrn,Metrn,6.374841719,-0.399140034,0.454570642,-0.885890466,0.375676554,0.541945724
Fam184b,Fam184b,21.27761497,-0.399092932,0.458479079,-0.871949006,0.383236197,0.549601609
Ncr3,Ncr3,4.970573656,-0.398970614,0.487743087,-0.819958079,0.412240005,0.578314905
LOC120100928,LOC120100928,1.649992036,-0.398926439,0.314272206,-1.718330281,0.085736389,0.194970801
Fam71d,Fam71d,1.649992036,-0.398926439,0.314272206,-1.718330281,0.085736389,0.194970801
RGD1304694,RGD1304694,19391.17448,-0.398853596,0.141586734,-2.817030338,0.004846995,0.021725362
Pm20d2,Pm20d2,710.8589998,-0.39884967,0.234875475,-1.698123361,0.089484481,0.201494929
Syn2,Syn2,14.7135428,-0.398722538,0.481710216,-0.827975981,0.407684103,0.573940211
Ccdc166,Ccdc166,1.892525767,-0.398628977,0.381515617,-1.113078728,0.265674619,0.427157241
Rnf152,Rnf152,23.34906108,-0.398605573,0.451185297,-0.883168838,0.377145056,0.543363972
LOC120098514,LOC120098514,2.262265267,-0.398601318,0.422357457,-0.967489282,0.333299497,0.499545147
Atp6v0a2,Atp6v0a2,3.713619107,-0.398588348,0.341386925,-1.460088273,0.144265815,0.280602123
Csk,Csk,632.6630291,-0.398198733,0.224599847,-1.773049083,0.076220574,0.179299623
Ctsj,Ctsj,1.790933116,-0.398101126,0.314426093,-1.756167968,0.079059732,0.183917277
Fam204a,Fam204a,472.5839886,-0.398055302,0.21286944,-1.86998378,0.06148607,0.154114112
LOC120102100,LOC120102100,2.039295777,-0.398002264,0.401898709,-1.03068232,0.302689818,0.467848404
LOC120095209,LOC120095209,2.039295777,-0.398002264,0.401898709,-1.03068232,0.302689818,0.467848404
LOC102553685,LOC102553685,1.641538919,-0.397900322,0.313941271,-1.713694031,0.086584934,0.196252833
LOC108352982,LOC108352982,1.641538919,-0.397900322,0.313941271,-1.713694031,0.086584934,0.196252833
Kalrn,Kalrn,111.938924,-0.397884222,0.291590956,-1.364682397,0.172352895,0.316361993
Tubgcp6,Tubgcp6,53.37428924,-0.397861878,0.310784133,-1.281074304,0.200167568,0.351454145
LOC120093043,LOC120093043,3.894417951,-0.397809936,0.468144868,-0.862011513,0.388681182,0.555394978
LOC102555997,LOC102555997,2.436478805,-0.397788624,0.452173858,-0.884016931,0.376687073,0.542945511
Mttp,Mttp,6.268784127,-0.397500088,0.42151907,-0.980062634,0.327055202,0.493256171
Tp53,Tp53,388.0727779,-0.397435333,0.212708892,-1.868513114,0.061690584,0.154438841
LOC120097753,LOC120097753,2.997196798,-0.397378785,0.412219233,-0.994150874,0.320149421,0.486409085
LOC103693415,LOC103693415,139.1395311,-0.397091387,0.289201742,-1.373547531,0.169582196,0.31269016
Smarcd3,Smarcd3,313.0480394,-0.396713267,0.218274768,-1.817725914,0.069106035,0.166809842
LOC108351482,LOC108351482,67.89050899,-0.396379858,0.353042931,-1.123160685,0.261369257,0.422285451
LOC100912071,LOC100912071,19.82204556,-0.39632392,0.448771955,-0.88428536,0.376542189,0.542814414
Zfp300,Zfp300,10.75240276,-0.396278208,0.466120734,-0.860448689,0.389541757,0.556149738
Sh3bp2,Sh3bp2,39.25639284,-0.39620881,0.467280362,-0.849230668,0.395752951,0.562476517
Tmem151b,Tmem151b,448.7006284,-0.396202202,0.283932182,-1.395542105,0.162852427,0.304724491
Rcvrn,Rcvrn,2.748642035,-0.396120323,0.370182737,-1.174347068,0.240256038,0.398164957
Bmp8a,Bmp8a,2.518768063,-0.395980086,0.358036839,-1.249563983,0.211458867,0.365159413
Ccdc174,Ccdc174,350.2057023,-0.395932247,0.229677914,-1.724002054,0.084707472,0.193344493
Mapre1,Mapre1,16748.35816,-0.395631667,0.180425378,-2.192775931,0.028323527,0.086240256
She,She,2.765811328,-0.395629511,0.39391235,-1.059679172,0.289290582,0.453258577
Rrp9,Rrp9,345.7413106,-0.395293759,0.293045666,-1.349085587,0.177309477,0.322654528
Rprm,Rprm,39.12232802,-0.395182415,0.384440414,-1.028142154,0.303882964,0.469027951
LOC120100007,LOC120100007,8.613782502,-0.395180852,0.488099831,-0.810630915,0.417577658,0.583287571
LOC103694058,LOC103694058,29.62757603,-0.394818645,0.415785999,-0.950094883,0.342064043,0.508733843
Tns3,Tns3,3180.982841,-0.394643434,0.275857269,-1.430611705,0.152541531,0.292027422
Rb1cc1,Rb1cc1,467.4847144,-0.394635302,0.190980025,-2.066544928,0.038777055,0.109346606
Agpat1,Agpat1,3012.070435,-0.394625299,0.161458685,-2.444152649,0.014519282,0.051665907
Pmp2,Pmp2,557.9420859,-0.394461178,0.21536124,-1.831652159,0.067003261,0.163281908
LOC120099889,LOC120099889,3.215358334,-0.394454585,0.46299974,-0.860358076,0.389591688,0.556178203
Tcea1,Tcea1,665.3837766,-0.394383188,0.187555818,-2.102811866,0.035482218,0.102607843
LOC102550875,LOC102550875,1.546003417,-0.394146037,0.342924593,-1.438039431,0.150422866,0.289255544
Il17d,Il17d,300.5449062,-0.394043463,0.217736017,-1.809921177,0.070308012,0.169182645
Rhcg,Rhcg,18.04336179,-0.394031448,0.480209553,-0.821904147,0.411131453,0.577299971
Ndufa9,Ndufa9,1029.700224,-0.394024954,0.186335858,-2.11466752,0.034458295,0.10035498
RGD1559667,RGD1559667,1.533283813,-0.394001574,0.334676862,-1.407009008,0.159424718,0.300394866
Eif4e1b,Eif4e1b,1.533283813,-0.394001574,0.334676862,-1.407009008,0.159424718,0.300394866
Grb14,Grb14,53.46781578,-0.393881362,0.335765657,-1.173534354,0.240581589,0.398419613
Hmox1,Hmox1,5603.484646,-0.393488414,0.185225621,-2.124378223,0.033638529,0.098633658
Mak16,Mak16,191.9492862,-0.393470627,0.212985474,-1.847626438,0.064656402,0.15934658
LOC120100679,LOC120100679,62.6245397,-0.393453377,0.31100497,-1.265691561,0.205623531,0.358075465
Pole,Pole,15.76287574,-0.393226615,0.479852938,-0.822656019,0.410703632,0.576901557
Angpt4,Angpt4,13.86534942,-0.39300276,0.471139374,-0.835010622,0.403711728,0.569973091
Hes5,Hes5,718.2474003,-0.392982711,0.260106965,-1.510931939,0.130805792,0.262148161
Stmn3,Stmn3,401.0433109,-0.392911439,0.176929801,-2.220869596,0.026359795,0.081751075
LOC120094172,LOC120094172,31.92112872,-0.392840114,0.397443435,-0.989796103,0.32227379,0.488788066
Polr1a,Polr1a,161.5646387,-0.392495404,0.29601771,-1.326310099,0.184737003,0.332612705
Pfkl,Pfkl,832.6449276,-0.392373909,0.278919415,-1.406859907,0.159468934,0.300394866
RGD1562156,RGD1562156,1.397288214,-0.392331982,0.362870982,-1.147368455,0.251229373,0.410719828
Cd300lf,Cd300lf,1.397288214,-0.392331982,0.362870982,-1.147368455,0.251229373,0.410719828
LOC120096927,LOC120096927,39.44616026,-0.391969904,0.401650378,-0.97631969,0.328906066,0.494960654
Tdrp,Tdrp,45.4936127,-0.391845936,0.347629631,-1.127909292,0.259358229,0.420134502
Birc3,Birc3,2.622398417,-0.391793704,0.382232952,-1.102148751,0.270397008,0.433172702
Tmem14c,Tmem14c,308.579401,-0.391742457,0.229728373,-1.705404604,0.08811899,0.19887907
Cwc22,Cwc22,234.1697943,-0.391689132,0.219575209,-1.784070627,0.074412189,0.176486132
LOC120100866,LOC120100866,3.260626386,-0.391450411,0.430938242,-0.926991224,0.353931091,0.520414259
Afdn,Afdn,778.3161673,-0.391447401,0.283218749,-1.382230787,0.16690085,0.309175071
Snx8,Snx8,882.2049061,-0.391231516,0.264639263,-1.478441931,0.139289529,0.273809577
LOC120095694,LOC120095694,5.94890856,-0.39123124,0.48776068,-0.804604007,0.421048229,0.586192455
RGD1562641,RGD1562641,3.33647983,-0.391112081,0.400023728,-1.046524607,0.29531889,0.459867543
Def6,Def6,11.95035382,-0.391065833,0.488040492,-0.805792039,0.420362769,0.585721884
Dok2,Dok2,33.566852,-0.390984161,0.38965314,-1.003700757,0.315522872,0.48140371
Akap1,Akap1,13.59041324,-0.390943051,0.482708826,-0.809968885,0.417958059,0.583643067
Tspan10,Tspan10,3.712595656,-0.390897852,0.369842542,-1.180692058,0.237725078,0.395277629
Uqcrq,Uqcrq,2439.488401,-0.390792494,0.159802578,-2.445498749,0.014465195,0.051542681
LOC120098684,LOC120098684,2.52566582,-0.390656686,0.325020015,-1.610116889,0.107372341,0.22889468
Drc3,Drc3,27.29653265,-0.390486421,0.422191956,-0.926376398,0.354250405,0.520680548
LOC108352369,LOC108352369,15.20308098,-0.390443231,0.484719961,-0.806292855,0.420074009,0.585475982
Slbp,Slbp,36.53491232,-0.390350162,0.409933284,-0.953101971,0.340538408,0.5068307
Zfp347,Zfp347,58.23709998,-0.390344809,0.346462832,-1.126888434,0.259789654,0.420649629
Hmbox1,Hmbox1,552.4358592,-0.39031805,0.190687985,-2.046940822,0.040663895,0.113115903
Myo5b,Myo5b,2.004570946,-0.390289926,0.386185311,-1.051176862,0.293177368,0.457569896
Cyth2,Cyth2,1581.787299,-0.390195444,0.225044228,-1.733865604,0.082941932,0.190345575
H3f3a,H3f3a,66.88529668,-0.390193806,0.310108233,-1.258844762,0.208086409,0.360795004
Acap2,Acap2,1375.506197,-0.389924769,0.179963378,-2.166719018,0.030256286,0.090857053
Asb2,Asb2,23.89812004,-0.389739838,0.472410323,-0.827102583,0.40817892,0.574399463
LOC120098492,LOC120098492,2.934057752,-0.389679818,0.438001387,-0.906577344,0.364630347,0.531025782
Dpf1,Dpf1,470.9910865,-0.389614599,0.210310311,-1.852717426,0.063922871,0.158095015
LOC102555398,LOC102555398,7.376007269,-0.389603092,0.473841851,-0.825870748,0.408877416,0.575207793
Kash5,Kash5,59.00802189,-0.389545417,0.316112185,-1.232902522,0.217612134,0.371700609
Cracr2b,Cracr2b,10.2745798,-0.389472259,0.484507167,-0.807015946,0.419657296,0.585184714
Trnaa-agc_21,Trnaa-agc_21,74.10811934,-0.389375776,0.305705779,-1.274277045,0.202565249,0.35448182
LOC100912066,LOC100912066,13.79790517,-0.389362614,0.484752941,-0.802453405,0.422290731,0.58730496
Sgsm1,Sgsm1,48.41887575,-0.389205591,0.375961375,-1.036318539,0.30005356,0.465091797
LOC108349648,LOC108349648,4.592196616,-0.389089815,0.367394879,-1.209488294,0.226475306,0.382331718
Nat8f3,Nat8f3,4.598746229,-0.389061389,0.45558919,-0.870643855,0.383948643,0.550495607
LOC120093950,LOC120093950,2.459560604,-0.388936253,0.324598067,-1.597719088,0.110105509,0.233016368
Usp34,Usp34,861.8546344,-0.388502495,0.193795361,-2.004769664,0.044987677,0.12153358
LOC120093190,LOC120093190,18.1210671,-0.388481987,0.436135665,-0.890939053,0.372961868,0.538993992
Gipc1,Gipc1,928.4279014,-0.388369196,0.225376648,-1.723269441,0.084839811,0.193529798
LOC120099328,LOC120099328,1.565482894,-0.387805336,0.310754316,-1.674054046,0.094119978,0.208937533
LOC102554852,LOC102554852,1.565482894,-0.387805336,0.310754316,-1.674054046,0.094119978,0.208937533
Trim2,Trim2,5628.792516,-0.387751479,0.185045331,-2.095457595,0.036130334,0.103790052
Ckap2,Ckap2,292.769627,-0.38771126,0.253569327,-1.52904748,0.126252674,0.256054176
LOC120099820,LOC120099820,1.447798711,-0.387655371,0.331150799,-1.366034847,0.171928026,0.315904974
Sycp3,Sycp3,2.186308835,-0.387458551,0.387032093,-1.055490752,0.291200937,0.455289964
LOC102549744,LOC102549744,2.529299785,-0.38740887,0.353006154,-1.253646597,0.209970486,0.363062545
LOC102555456,LOC102555456,1.744359477,-0.387407461,0.311049409,-1.719374049,0.085546284,0.194612287
LOC120093962,LOC120093962,1.744359477,-0.387407461,0.311049409,-1.719374049,0.085546284,0.194612287
LOC120096911,LOC120096911,1.744359477,-0.387407461,0.311049409,-1.719374049,0.085546284,0.194612287
LOC102555022,LOC102555022,1.744359477,-0.387407461,0.311049409,-1.719374049,0.085546284,0.194612287
Calml5,Calml5,7.592484161,-0.387405838,0.478315153,-0.816925422,0.413971049,0.579822128
RGD1563705,RGD1563705,2.900645591,-0.387311281,0.429699117,-0.919121924,0.358031803,0.524618681
Jak1,Jak1,530.0066695,-0.387190178,0.179393963,-2.158452365,0.030892678,0.092349336
Trnah-aug_2,Trnah-aug_2,4.929235738,-0.386852875,0.478295401,-0.815461811,0.414808015,0.58077507
Med27,Med27,498.0077749,-0.386832584,0.212293708,-1.822326601,0.068405444,0.165766094
LOC678760,LOC678760,44.87109654,-0.38683035,0.393408997,-0.98327714,0.325471058,0.491733697
LOC102548791,LOC102548791,2.776811749,-0.386620798,0.366360003,-1.16355946,0.244602588,0.402991186
Rpl15,Rpl15,7790.591328,-0.386405907,0.175144181,-2.206222086,0.027368454,0.083952562
Cdin1,Cdin1,27.7382265,-0.386130823,0.412707007,-0.936803274,0.348859761,0.515286486
LOC108348301,LOC108348301,1.576653863,-0.386002788,0.310107216,-1.667976601,0.095320372,0.210846434
LOC108350753,LOC108350753,1.576653863,-0.386002788,0.310107216,-1.667976601,0.095320372,0.210846434
LOC102548079,LOC102548079,1.576653863,-0.386002788,0.310107216,-1.667976601,0.095320372,0.210846434
Yod1,Yod1,1.576653863,-0.386002788,0.310107216,-1.667976601,0.095320372,0.210846434
LOC102553404,LOC102553404,1.576653863,-0.386002788,0.310107216,-1.667976601,0.095320372,0.210846434
Mpc1l,Mpc1l,1.576653863,-0.386002788,0.310107216,-1.667976601,0.095320372,0.210846434
Dtnb,Dtnb,122.3322698,-0.385712193,0.251793031,-1.532345689,0.125437152,0.255209689
Snx20,Snx20,7.107346012,-0.385677371,0.423944892,-0.941873579,0.346257369,0.512790543
Tnfrsf26,Tnfrsf26,10.37666679,-0.385577128,0.482902693,-0.801645594,0.422757995,0.587690345
Ppef2,Ppef2,3.343383158,-0.385526944,0.375787281,-1.136046461,0.25593712,0.41608294
P2rx1,P2rx1,1.431775925,-0.385395514,0.333800394,-1.360346192,0.173720397,0.317995788
Zswim4,Zswim4,95.40772085,-0.385172442,0.293238479,-1.313931041,0.188869412,0.337594515
Sgsm2,Sgsm2,255.0038623,-0.385123236,0.235498958,-1.635486215,0.101947162,0.221229517
Apbb1ip,Apbb1ip,98.01397529,-0.385121119,0.304842259,-1.263877447,0.206274018,0.358778643
Ppp1r42,Ppp1r42,3.817018046,-0.38507275,0.424377939,-0.928843228,0.352970338,0.519494203
Slc29a4,Slc29a4,219.6310512,-0.384927048,0.273410124,-1.408173446,0.159079717,0.300021887
Rprml,Rprml,53.87524158,-0.384633821,0.40556575,-0.948964103,0.34263887,0.509261988
Cfap43,Cfap43,2.462336126,-0.384528553,0.355699007,-1.219771708,0.222551429,0.377674007
Akap6,Akap6,269.2095428,-0.384396199,0.223376539,-1.720953571,0.085259249,0.194245271
Dis3,Dis3,239.7378864,-0.384234184,0.216456679,-1.775401391,0.075831634,0.178552538
Trnar-acg_3,Trnar-acg_3,18.2969881,-0.384042025,0.441676072,-0.870307532,0.384132364,0.550716439
LOC120100648,LOC120100648,1.952222294,-0.383754068,0.37928467,-1.083483905,0.278593691,0.441573024
Rpl26,Rpl26,316.6653389,-0.38363196,0.249127211,-1.540091875,0.12353796,0.252648549
Fam117b,Fam117b,553.539226,-0.383585981,0.233284028,-1.644387475,0.100096191,0.218157459
Itln1,Itln1,2.44173608,-0.383585797,0.353370993,-1.227210902,0.219743333,0.374478506
Arf3,Arf3,1689.44455,-0.382957402,0.182363452,-2.100005471,0.03572836,0.103002329
LOC120096991,LOC120096991,4.547851827,-0.38280982,0.481921563,-0.797286992,0.425284373,0.590052236
Map3k8,Map3k8,2.772426291,-0.382764254,0.366926351,-1.172124021,0.241147267,0.399025793
Ccdc85b,Ccdc85b,270.4133959,-0.382745954,0.270391465,-1.415700336,0.15686326,0.297505925
Cnnm2,Cnnm2,136.2557018,-0.382704244,0.267994522,-1.428509008,0.153145404,0.292820707
Diaph1,Diaph1,205.9896467,-0.382675412,0.246654802,-1.551724197,0.12072823,0.248629895
Bag5,Bag5,706.9865032,-0.382492742,0.173775095,-2.20117515,0.027723627,0.084775596
Adgb,Adgb,7.843850429,-0.382323724,0.488105289,-0.784229981,0.432905176,0.596962942
Mroh1,Mroh1,102.4809856,-0.382313024,0.295129924,-1.295898197,0.19501056,0.345307622
G6pd,G6pd,309.499159,-0.382279502,0.190358119,-2.008418823,0.044598804,0.120796605
Psmd7,Psmd7,2675.685025,-0.382270043,0.19500697,-1.960316735,0.049958781,0.131869848
Eif3k,Eif3k,1557.400383,-0.381988666,0.254910637,-1.49856511,0.13398649,0.266292763
Col6a1,Col6a1,3.643040473,-0.381973829,0.40835362,-0.968804577,0.332642702,0.498860919
LOC102555365,LOC102555365,3.412662929,-0.381873468,0.311476988,-2.022345538,0.043140667,0.1177967
LOC103692000,LOC103692000,3.412662929,-0.381873468,0.311476988,-2.022345538,0.043140667,0.1177967
Tada1,Tada1,6.454812689,-0.381809627,0.488069485,-0.781470516,0.434525811,0.598796977
Fam20a,Fam20a,92.09117289,-0.381739341,0.293546751,-1.301069395,0.193234702,0.343052732
Snx17,Snx17,1094.66958,-0.381706256,0.22436663,-1.701328616,0.088881297,0.200380048
Rint1,Rint1,238.9727358,-0.381703857,0.224297928,-1.702066944,0.08874282,0.2001652
LOC102546604,LOC102546604,3.119763644,-0.381661594,0.427570133,-0.90086031,0.367662596,0.533831925
Irf4,Irf4,4.912283031,-0.381564245,0.450558713,-0.861874509,0.388756578,0.555456405
Fgd3,Fgd3,458.103272,-0.381427896,0.213714456,-1.78492383,0.074273673,0.176300143
Got2,Got2,2859.840039,-0.381282868,0.233581127,-1.63235613,0.102604485,0.222064824
Rgs20,Rgs20,223.3758839,-0.381279897,0.391900004,-0.972855314,0.330625217,0.496701239
Pde4dip,Pde4dip,450.2890745,-0.381255996,0.195478748,-1.950537607,0.051112076,0.134122535
Ifitm1,Ifitm1,1.36460224,-0.381220122,0.3306595,-1.32659551,0.184642522,0.332527106
Dnajc5,Dnajc5,2591.739458,-0.381017198,0.248248182,-1.53485092,0.124820452,0.254539633
Lyar,Lyar,540.2479229,-0.380869893,0.19300244,-1.973521847,0.048436138,0.128564459
Bhlhb9,Bhlhb9,548.3720629,-0.380707427,0.214469941,-1.775247838,0.075856974,0.178572536
Zfp329,Zfp329,149.5244148,-0.380692821,0.222687662,-1.709881233,0.087287837,0.197278377
Rab11b,Rab11b,842.1203585,-0.38065394,0.238609629,-1.595334951,0.110637354,0.233874652
Plekhh2,Plekhh2,16.06964002,-0.38064292,0.465319403,-0.821120853,0.411577433,0.57756019
Steep1,Steep1,552.6776289,-0.380631148,0.32428668,-1.173739226,0.240499493,0.398390397
LOC120097495,LOC120097495,35.33956156,-0.380396026,0.351023469,-1.084443116,0.278168375,0.441011986
Kctd18,Kctd18,409.2461147,-0.38008861,0.269938456,-1.408114567,0.159097148,0.300024247
Bsg,Bsg,4573.717186,-0.38002646,0.237389711,-1.600873957,0.109404839,0.232029752
LOC100364457,LOC100364457,116.9980863,-0.379990184,0.469337136,-0.818888054,0.412850286,0.578864489
Dync2i2,Dync2i2,449.8821089,-0.379962105,0.245446613,-1.5481907,0.12157639,0.249810721
LOC120094678,LOC120094678,1.67816175,-0.379744458,0.308571807,-1.687493283,0.09150854,0.204466603
