GENE,SNP,baseMean,EFFECTSIZE,lfcSE,stat,pvalue,P
Tigd2,Tigd2,917.9394925,-0.379727298,0.251323123,-1.51099001,0.130790996,0.262148161
Gpd1,Gpd1,967.6486215,-0.379721683,0.237453301,-1.599183721,0.109779786,0.232613458
Fnbp1l,Fnbp1l,446.7894599,-0.379418278,0.283499246,-1.338340215,0.180785558,0.327309764
Kif23,Kif23,36.69369001,-0.379310107,0.374150777,-1.01452302,0.310333251,0.475618602
LOC103691897,LOC103691897,2.238421886,-0.379154713,0.38065974,-1.077797505,0.281124133,0.443876431
LOC102548648,LOC102548648,4.118761412,-0.379031452,0.432884505,-0.895679732,0.370423838,0.536622596
Dsg4,Dsg4,1.714724736,-0.378920167,0.346131979,-1.222606721,0.221478273,0.376528349
Ttn,Ttn,40.61191463,-0.378888618,0.337386561,-1.123785104,0.261104202,0.42200429
LOC100362967,LOC100362967,2.50772905,-0.378818377,0.392936567,-1.026061208,0.304862734,0.469914354
Adk,Adk,676.3102499,-0.378739183,0.234057263,-1.618244471,0.105609923,0.226448809
LOC120100016,LOC120100016,1.558342447,-0.378567848,0.30778978,-1.648051147,0.099342176,0.217049837
LOC120100745,LOC120100745,1.558342447,-0.378567848,0.30778978,-1.648051147,0.099342176,0.217049837
Gimd1,Gimd1,1.558342447,-0.378567848,0.30778978,-1.648051147,0.099342176,0.217049837
LOC108352105,LOC108352105,1.558342447,-0.378567848,0.30778978,-1.648051147,0.099342176,0.217049837
LOC102553338,LOC102553338,1.558342447,-0.378567848,0.30778978,-1.648051147,0.099342176,0.217049837
LOC120099432,LOC120099432,1.558342447,-0.378567848,0.30778978,-1.648051147,0.099342176,0.217049837
LOC120097195,LOC120097195,19.50690089,-0.3785429,0.476208089,-0.798168807,0.424772536,0.589650931
Dgkb,Dgkb,40.72829312,-0.378516028,0.379382178,-0.998002255,0.318278265,0.484573372
LOC100360117,LOC100360117,991.0430153,-0.378465099,0.240249803,-1.575322134,0.115182108,0.240466316
Tspan32,Tspan32,29.94846958,-0.37845606,0.410213809,-0.92431665,0.355321476,0.52180198
Ceacam1,Ceacam1,1.786414681,-0.378435833,0.371410182,-1.080707813,0.279827106,0.442811096
LOC102550851,LOC102550851,55.57724133,-0.378081075,0.37382763,-1.012465197,0.311315679,0.47676945
Copb2,Copb2,552.5442243,-0.377995985,0.214754033,-1.760216032,0.078371185,0.182729617
Nipal2,Nipal2,9.688427865,-0.377702019,0.477508943,-0.792372856,0.428143302,0.59282118
H1f1,H1f1,3.024923483,-0.377698627,0.397723326,-0.992296993,0.32105267,0.48749424
RT1-CE4,RT1-CE4,175.7144606,-0.377650999,0.365569336,-1.033405818,0.301414025,0.466615484
Trnas-aga_26,Trnas-aga_26,2.387327016,-0.377623786,0.416264855,-0.933166836,0.350733835,0.517436352
Rab34,Rab34,5000.507259,-0.377461796,0.226751214,-1.66466262,0.095980085,0.211775191
LOC120096017,LOC120096017,10.08612929,-0.377274122,0.487108075,-0.779606154,0.435622732,0.59959563
Ccdc40,Ccdc40,3.050027135,-0.377136267,0.43414206,-0.890628569,0.373128467,0.539071237
LOC102548530,LOC102548530,8.274001801,-0.377100119,0.478542141,-0.794768163,0.426748373,0.591596523
Trnat-agu_24,Trnat-agu_24,1.574173131,-0.376771982,0.336889459,-1.414798303,0.157127642,0.297885478
Snf8,Snf8,2758.47277,-0.376483484,0.191783949,-1.963088952,0.049635839,0.131279042
Kpna1,Kpna1,631.0431114,-0.376204094,0.243995706,-1.541942209,0.123087638,0.252079171
Mex3c,Mex3c,38.94032233,-0.376041182,0.440715041,-0.853715231,0.393262793,0.560211413
LOC102549117,LOC102549117,149.1961412,-0.375989628,0.32219471,-1.167289957,0.243093293,0.401431911
LOC102553016,LOC102553016,1.538625851,-0.375932064,0.306934284,-1.637817659,0.101459737,0.220455577
LOC120102806,LOC120102806,1.538625851,-0.375932064,0.306934284,-1.637817659,0.101459737,0.220455577
LOC120094074,LOC120094074,1.538625851,-0.375932064,0.306934284,-1.637817659,0.101459737,0.220455577
LOC102552355,LOC102552355,1.538625851,-0.375932064,0.306934284,-1.637817659,0.101459737,0.220455577
Gpr1,Gpr1,1.538625851,-0.375932064,0.306934284,-1.637817659,0.101459737,0.220455577
LOC102554396,LOC102554396,3.251914595,-0.375724711,0.4569729,-0.832652819,0.405040561,0.571269235
Aph1b,Aph1b,39.55438428,-0.375656058,0.37960937,-0.990064794,0.32214245,0.488668803
Lnp1,Lnp1,1.709382698,-0.375643038,0.370343955,-1.069120409,0.285015417,0.448454889
Syt7,Syt7,1656.587698,-0.375630173,0.181161224,-2.073508471,0.038124984,0.108207746
Dusp3,Dusp3,5733.868469,-0.375290366,0.234632302,-1.599493792,0.109710927,0.232499396
LOC120100640,LOC120100640,10.62460053,-0.375166867,0.471028669,-0.797440753,0.425195099,0.590016667
LOC102551996,LOC102551996,47.02628562,-0.374854613,0.431851604,-0.868797075,0.384958133,0.551687044
Cc2d2a,Cc2d2a,184.2401391,-0.374787803,0.263265397,-1.424015484,0.15444199,0.294504316
LOC502618,LOC502618,2.104280425,-0.37474117,0.355396815,-1.164980056,0.244027066,0.402395996
NEWGENE_6497122,NEWGENE_6497122,224.9866422,-0.374709079,0.249883721,-1.499592998,0.133719863,0.265990926
Zfx,Zfx,445.5924665,-0.374581012,0.251800751,-1.487651558,0.136842809,0.270136706
LOC120101563,LOC120101563,1.492144721,-0.374523965,0.306363952,-1.621776942,0.104851117,0.225499219
Smco2,Smco2,1.492144721,-0.374523965,0.306363952,-1.621776942,0.104851117,0.225499219
LOC120102815,LOC120102815,1.492144721,-0.374523965,0.306363952,-1.621776942,0.104851117,0.225499219
RGD1566006,RGD1566006,1.492144721,-0.374523965,0.306363952,-1.621776942,0.104851117,0.225499219
LOC102556392,LOC102556392,1.492144721,-0.374523965,0.306363952,-1.621776942,0.104851117,0.225499219
RGD1562690,RGD1562690,149.7712057,-0.374379702,0.366432199,-1.021684376,0.306930308,0.472159341
LOC108352416,LOC108352416,10.99288093,-0.374338113,0.473041512,-0.790693923,0.429122623,0.59364524
RGD1561694,RGD1561694,1.430799966,-0.374318418,0.327648173,-1.333193056,0.182468457,0.329584318
Doc2a,Doc2a,5.33610797,-0.374197759,0.467123293,-0.802767393,0.422109192,0.587272715
Hmbs,Hmbs,340.3144752,-0.3738714,0.224904634,-1.662544175,0.096403714,0.212457103
Ubtd1,Ubtd1,133.1562136,-0.373861154,0.274099107,-1.364330039,0.172463716,0.316476465
Med16,Med16,336.3435648,-0.373414406,0.232080849,-1.60914773,0.107584043,0.229249702
Nepro,Nepro,66.30200322,-0.373043045,0.299362297,-1.246577319,0.212552522,0.366478143
Rpl27-l1,Rpl27-l1,1.917008396,-0.372951018,0.417328018,-0.900685052,0.367755799,0.533925444
Prepl,Prepl,604.2707367,-0.372838723,0.220389296,-1.691747066,0.09069421,0.203109027
Trnal-aag_3,Trnal-aag_3,6.453910748,-0.372504145,0.478328496,-0.781151392,0.434713459,0.598922035
Lhb,Lhb,2.387283153,-0.372480445,0.377420588,-1.059872544,0.289202588,0.453158998
Cacng7,Cacng7,16.57045489,-0.372469027,0.484651506,-0.768281519,0.442319952,0.606293529
Negr1,Negr1,308.5630545,-0.372380474,0.220042095,-1.692428049,0.090564388,0.202916318
Ccdc125,Ccdc125,9.929612871,-0.372119857,0.486789171,-0.766747214,0.443231826,0.607139525
Mx2,Mx2,697.8538386,-0.372052421,0.259844241,-1.4318851,0.152176707,0.291569816
LOC120103565,LOC120103565,3.478043811,-0.372006146,0.452457694,-0.83006675,0.406501045,0.572690235
Snx6,Snx6,628.7048379,-0.37183444,0.19821892,-1.876004553,0.060654655,0.15254045
Isoc2b,Isoc2b,245.5978392,-0.371709318,0.240080045,-1.548532797,0.121494072,0.249726632
Usp31,Usp31,177.0379388,-0.371250105,0.281092551,-1.320882277,0.18654062,0.334614388
Armcx2,Armcx2,1199.3866,-0.370866578,0.263425309,-1.407906399,0.159158788,0.300079452
LOC102551574,LOC102551574,3.082034115,-0.370795973,0.439155809,-0.865309527,0.386868923,0.553612474
LOC120103065,LOC120103065,1.652709888,-0.370788591,0.305617696,-1.657564169,0.097405467,0.214119063
Otof,Otof,1.652709888,-0.370788591,0.305617696,-1.657564169,0.097405467,0.214119063
LOC120098272,LOC120098272,1.652709888,-0.370788591,0.305617696,-1.657564169,0.097405467,0.214119063
LOC120098199,LOC120098199,1.652709888,-0.370788591,0.305617696,-1.657564169,0.097405467,0.214119063
LOC120099694,LOC120099694,1.652709888,-0.370788591,0.305617696,-1.657564169,0.097405467,0.214119063
LOC120101917,LOC120101917,34.33305127,-0.370143279,0.394989175,-0.938408361,0.348034591,0.514641581
Fmr1,Fmr1,540.3454576,-0.369995621,0.181607313,-2.037409851,0.041608988,0.114883183
Arfrp1,Arfrp1,1479.301091,-0.369983762,0.170447079,-2.17071461,0.029952752,0.090139687
Gtf3a,Gtf3a,321.4507908,-0.369955459,0.271794983,-1.361381183,0.17339326,0.317710594
Exosc5,Exosc5,607.6268766,-0.369888951,0.292543888,-1.264497884,0.20605138,0.358462325
Eif4b,Eif4b,1985.388982,-0.369707601,0.188938505,-1.956783115,0.050372973,0.132656504
Efcab10,Efcab10,1.537061232,-0.369564599,0.39210837,-0.973111434,0.330497922,0.496590468
LOC102555451,LOC102555451,55.98785779,-0.369561252,0.361858492,-1.021861488,0.306846462,0.472069522
Ano8,Ano8,665.3799269,-0.369525283,0.17293429,-2.136859458,0.032609424,0.096455026
Ston2,Ston2,2.39014446,-0.369273088,0.383725838,-1.028707345,0.303617218,0.468734832
Chchd5,Chchd5,351.7814421,-0.369231119,0.217071744,-1.701045501,0.088934443,0.20042676
Mpped1,Mpped1,15.75808331,-0.369090206,0.459631019,-0.805007661,0.420815259,0.586132152
LOC108351926,LOC108351926,2.381115336,-0.368830805,0.448007436,-0.825673171,0.408989516,0.575262323
Peli3,Peli3,58.851911,-0.368810259,0.333458123,-1.106733095,0.268409342,0.430657994
LOC102555482,LOC102555482,2.446384296,-0.368254358,0.414051289,-0.923944411,0.355515259,0.521957201
Trnaa-agc_11,Trnaa-agc_11,2.200350011,-0.36825319,0.342873425,-1.260068245,0.207644745,0.36028413
LOC102552504,LOC102552504,23.37452234,-0.368177271,0.406312794,-0.907025659,0.364393228,0.530872379
Mepce,Mepce,653.9014496,-0.368050264,0.236149848,-1.55864613,0.119080158,0.246137931
LOC120099397,LOC120099397,2.441531324,-0.367770256,0.391162474,-0.997474873,0.318534064,0.484821239
Rnf165,Rnf165,258.9207008,-0.367619816,0.268416125,-1.369872932,0.170726571,0.314377636
Sdr39u1,Sdr39u1,15.22938305,-0.367580603,0.48558939,-0.760649499,0.446866446,0.610989862
Hcst,Hcst,2.281904183,-0.367550281,0.318547511,-1.522736398,0.127824668,0.258541203
LOC120093692,LOC120093692,1.624540173,-0.367476496,0.304507662,-1.643442974,0.100291315,0.218408395
Scg2,Scg2,648.4892475,-0.367169397,0.199854027,-1.83726757,0.066170405,0.16221547
LOC120100066,LOC120100066,1.575341192,-0.367148035,0.304403311,-1.635044783,0.10203966,0.22130075
LOC120093754,LOC120093754,1.575341192,-0.367148035,0.304403311,-1.635044783,0.10203966,0.22130075
LOC680837,LOC680837,1.575341192,-0.367148035,0.304403311,-1.635044783,0.10203966,0.22130075
LOC108352964,LOC108352964,1.575341192,-0.367148035,0.304403311,-1.635044783,0.10203966,0.22130075
LOC108352198,LOC108352198,86.42840895,-0.367095181,0.277945187,-1.320940474,0.186521213,0.334614388
LOC120093220,LOC120093220,1.932208732,-0.367080934,0.385886336,-0.988514555,0.32290071,0.489298673
Hmga1,Hmga1,2455.576039,-0.367039129,0.183100031,-2.004598293,0.045006009,0.121565394
LOC120093482,LOC120093482,3.168901291,-0.366896309,0.306585474,-1.952868974,0.050835123,0.133612429
LOC120098601,LOC120098601,3.168901291,-0.366896309,0.306585474,-1.952868974,0.050835123,0.133612429
LOC102555043,LOC102555043,16.74642142,-0.366768792,0.46610875,-0.788064433,0.430659018,0.594971701
LOC120096346,LOC120096346,2.778790761,-0.366421468,0.383127062,-1.02049003,0.307496115,0.472673364
LOC120096297,LOC120096297,2.877718323,-0.366380935,0.432718606,-0.861814145,0.3887898,0.555461072
Adat3,Adat3,22.23091734,-0.366238287,0.457025223,-0.80369338,0.421574079,0.586704303
Rps6kc1,Rps6kc1,327.654925,-0.36589584,0.20690407,-1.768650328,0.076952246,0.18066293
Zfp157,Zfp157,664.3100849,-0.365809713,0.178780193,-2.046196168,0.040737074,0.113251509
LOC120097313,LOC120097313,1.874853599,-0.365784934,0.372930873,-1.043423362,0.296752258,0.461208375
Glt1d1,Glt1d1,35.72833444,-0.365774649,0.364840653,-1.003231852,0.315749008,0.481530871
Atp6v1g1,Atp6v1g1,8854.991321,-0.365764771,0.147053119,-2.487303112,0.012871568,0.047034163
LOC120098034,LOC120098034,2.188749821,-0.365667993,0.343184153,-1.244063512,0.213476189,0.366495769
Umodl1,Umodl1,2.730209473,-0.365662456,0.448621433,-0.827156028,0.408148631,0.574399463
Slc37a2,Slc37a2,1.736393251,-0.365151083,0.345520581,-1.184028538,0.236401766,0.393465394
Pmepa1,Pmepa1,400.2474457,-0.365139506,0.234696727,-1.555977049,0.11971355,0.247116594
Arl5a,Arl5a,2250.501125,-0.364982401,0.194849197,-1.873182136,0.061043238,0.153242623
LOC120101146,LOC120101146,2.879145415,-0.364949932,0.328843276,-1.399073352,0.161790988,0.303407189
LOC120093850,LOC120093850,2.202635311,-0.364892119,0.406722814,-0.920093244,0.357524035,0.524076536
Smyd4,Smyd4,45.80109634,-0.364699233,0.41681664,-0.875581008,0.381257854,0.547441875
Spock3,Spock3,9.770680348,-0.364697591,0.479128247,-0.765040333,0.444247528,0.608171422
Pdzd4,Pdzd4,139.3100894,-0.364619313,0.240622836,-1.515578437,0.129625983,0.260587012
Sema6b,Sema6b,223.4695115,-0.364568243,0.332293512,-1.097409212,0.272462548,0.435315615
Umps,Umps,534.0723404,-0.364334485,0.277035095,-1.315194935,0.188444397,0.337066721
Coil,Coil,240.2031302,-0.364332974,0.283638938,-1.284738413,0.19888371,0.350560897
Dlc1,Dlc1,486.7156146,-0.364280654,0.214141515,-1.701254789,0.088895154,0.200386924
Rusc1,Rusc1,137.2878286,-0.36423286,0.2885085,-1.262934257,0.206612807,0.359199445
Catsper4,Catsper4,61.26980863,-0.363985378,0.354357856,-1.027960756,0.303968288,0.469044671
Ppp3ca,Ppp3ca,4364.167899,-0.363960198,0.212047644,-1.716425251,0.086084238,0.19550031
LOC108349164,LOC108349164,7.476681995,-0.363870374,0.482704612,-0.754216664,0.450719133,0.614897358
Irs1,Irs1,6.049007513,-0.363789838,0.475429398,-0.770692949,0.440888952,0.604830077
RGD1310553,RGD1310553,280.9612168,-0.363772116,0.245431012,-1.482185643,0.138290906,0.272279493
Mark3,Mark3,1072.881685,-0.363764994,0.19745676,-1.842325007,0.065427624,0.160819782
Dlst,Dlst,3480.286976,-0.363639633,0.211668408,-1.717977461,0.085800727,0.195023642
Sap30l,Sap30l,926.1017955,-0.363180465,0.199320725,-1.822141631,0.068433498,0.165812408
LOC102552678,LOC102552678,3.048431307,-0.362732491,0.448592672,-0.818025769,0.413342473,0.579247996
Hpcal1,Hpcal1,19.22540789,-0.362589048,0.458793925,-0.791428459,0.428694009,0.593185061
Emp3,Emp3,145.3018267,-0.362570031,0.302387467,-1.19935572,0.230389658,0.386581795
LOC100912557,LOC100912557,383.4612697,-0.362544182,0.236270741,-1.53445011,0.124918958,0.254639326
Irf1,Irf1,120.7581414,-0.362427222,0.277929821,-1.304258766,0.192145369,0.341485181
Acaa1a,Acaa1a,1285.014704,-0.362389789,0.257066784,-1.409756085,0.158611718,0.299508604
LOC120101530,LOC120101530,1.53731318,-0.362380058,0.302799905,-1.615362174,0.106232287,0.227401603
Znf660,Znf660,113.3252056,-0.362328689,0.24561443,-1.475617095,0.140046713,0.274657452
LOC102548282,LOC102548282,1.581407242,-0.362318357,0.359492647,-1.102516207,0.270237317,0.433009548
LOC102553634,LOC102553634,59.01105724,-0.362266757,0.333960156,-1.085515362,0.277693463,0.440604008
Catsperg,Catsperg,8.46055631,-0.362158484,0.478949525,-0.757923785,0.44849661,0.612676635
Anapc16,Anapc16,281.4099109,-0.362086427,0.204410958,-1.771524843,0.076473465,0.179772752
Samd8,Samd8,1004.629179,-0.361987888,0.33943997,-1.06644418,0.286222899,0.44962989
LOC108352423,LOC108352423,29.34759699,-0.361929215,0.428751432,-0.845974068,0.397567211,0.564355637
Spats2l,Spats2l,8.685617057,-0.361867874,0.481546229,-0.753869418,0.450927636,0.615136552
Epha7,Epha7,86.42579489,-0.361839133,0.288291821,-1.255695335,0.209226451,0.362215114
Mindy2,Mindy2,618.4108283,-0.361811755,0.191860346,-1.885890847,0.059309665,0.150017613
LOC108351299,LOC108351299,10.67345976,-0.361761893,0.487974806,-0.739789954,0.459427456,0.622609319
LOC102549473,LOC102549473,30.1928896,-0.361534987,0.484832072,-0.746292601,0.45549068,0.618721243
Cog6,Cog6,2.211184268,-0.361526785,0.342177315,-1.238027152,0.215705993,0.369442036
Atp5mc3,Atp5mc3,11133.08573,-0.361303938,0.178420396,-2.025016664,0.042865653,0.117287562
Cck,Cck,1.344885644,-0.361232046,0.324121349,-1.287891494,0.197783737,0.349153068
Rxfp1,Rxfp1,1.921374475,-0.361229027,0.381437225,-0.985924205,0.324170308,0.490461001
LOC680017,LOC680017,3.403939705,-0.361105052,0.455349297,-0.797812847,0.424979105,0.589849367
LOC500881,LOC500881,17.65603302,-0.361078192,0.474368069,-0.763564125,0.445127035,0.609150598
Col4a1,Col4a1,165.6248719,-0.361022154,0.222944333,-1.61959406,0.105319506,0.225982366
Nudcd1,Nudcd1,74.449185,-0.360840737,0.286023035,-1.261874401,0.206993985,0.359592417
Vamp3,Vamp3,1285.75511,-0.360737103,0.194862408,-1.851287952,0.064128138,0.158466841
LOC120103546,LOC120103546,18.87889038,-0.36071351,0.48189188,-0.748807547,0.453973211,0.617428872
Smad3,Smad3,380.0772593,-0.360664317,0.280513128,-1.285688564,0.198551774,0.350108933
RT1-N3,RT1-N3,5.719851466,-0.360521657,0.487907976,-0.742902155,0.457540921,0.620914907
Lmod3,Lmod3,1.425946995,-0.360435396,0.301746076,-1.574873034,0.115285754,0.240493165
LOC120096712,LOC120096712,1.425946995,-0.360435396,0.301746076,-1.574873034,0.115285754,0.240493165
LOC102552529,LOC102552529,1.425946995,-0.360435396,0.301746076,-1.574873034,0.115285754,0.240493165
Lama3,Lama3,1.425946995,-0.360435396,0.301746076,-1.574873034,0.115285754,0.240493165
RGD1563232,RGD1563232,1.425946995,-0.360435396,0.301746076,-1.574873034,0.115285754,0.240493165
LOC120099722,LOC120099722,1.425946995,-0.360435396,0.301746076,-1.574873034,0.115285754,0.240493165
St8sia1,St8sia1,165.2440157,-0.360392396,0.252608447,-1.426967351,0.153589306,0.29345765
Cep83,Cep83,6.127972037,-0.360080516,0.46577144,-0.784092039,0.432986106,0.597030144
Traf3,Traf3,305.8236662,-0.359773225,0.234544589,-1.534026403,0.125023158,0.254758726
Trip13,Trip13,89.90881241,-0.359518191,0.332769897,-1.080503765,0.279917911,0.442811096
Ift172,Ift172,186.0326726,-0.359395308,0.267692005,-1.34275926,0.179349939,0.325250457
LOC100911305,LOC100911305,163.5894855,-0.358890126,0.253523668,-1.415756693,0.156846753,0.297505047
Wwtr1,Wwtr1,12.29400263,-0.35876973,0.46208265,-0.778521964,0.436261363,0.600073768
Prpmp5,Prpmp5,3.099686149,-0.358593275,0.303814078,-1.920355042,0.054813068,0.141205713
LOC100362167,LOC100362167,3.099686149,-0.358593275,0.303814078,-1.920355042,0.054813068,0.141205713
Muc19,Muc19,1.416325816,-0.35847288,0.334133114,-1.338250264,0.180814869,0.327330871
LOC102549737,LOC102549737,29.13537472,-0.358451331,0.440292516,-0.81605981,0.414465929,0.58042759
Ltbp4,Ltbp4,161.8689849,-0.358437212,0.233091007,-1.53802215,0.124043199,0.253445824
Tom1l2,Tom1l2,1517.604041,-0.358297463,0.24805764,-1.444460638,0.148609444,0.286719896
Nr2c2ap,Nr2c2ap,2222.097889,-0.358183435,0.308931277,-1.159461198,0.246268244,0.405015702
LOC102547538,LOC102547538,1.378060685,-0.358007445,0.300834966,-1.55643704,0.119604203,0.246945857
Kifc1,Kifc1,295.4681758,-0.357980074,0.258050668,-1.387413648,0.165315666,0.307444393
Fbxl19,Fbxl19,353.7774042,-0.35796064,0.272603277,-1.313280389,0.189088484,0.337745715
Msrb2,Msrb2,81.47732848,-0.357940268,0.270214721,-1.325000072,0.185171127,0.333194154
Hmg1l1,Hmg1l1,3.682874773,-0.357834201,0.466382444,-0.76962087,0.441524821,0.605561743
Rabac1,Rabac1,1283.383349,-0.35773207,0.179937658,-1.988118859,0.046798546,0.125507151
Itpr2,Itpr2,1477.707586,-0.357718398,0.183875781,-1.945475363,0.051717792,0.135269287
LOC120096112,LOC120096112,2.493459656,-0.357625866,0.351136108,-1.14921376,0.250467848,0.409886622
Ckmt1,Ckmt1,30.16443977,-0.357603546,0.421513606,-0.84904926,0.395853883,0.562476517
Uvssa,Uvssa,129.7514753,-0.357557872,0.3279303,-1.090553849,0.275469246,0.438419555
Hoxd8,Hoxd8,3.189287981,-0.357401022,0.331859725,-1.318815286,0.187230873,0.335474159
Cdc42ep2,Cdc42ep2,46.73552369,-0.357332865,0.349175158,-1.024163707,0.305757958,0.470902808
Klhdc10,Klhdc10,758.36675,-0.357270721,0.179315904,-1.99244261,0.046322516,0.124486727
Bub1b,Bub1b,89.56325902,-0.357217617,0.324373419,-1.10120135,0.270809034,0.433581391
Nostrin,Nostrin,1.843563905,-0.357172668,0.405392545,-0.90397661,0.366007804,0.532012442
Zscan20,Zscan20,114.7881915,-0.357137555,0.361951664,-0.987087878,0.32359956,0.489957266
Catsper2,Catsper2,24.01622783,-0.356965069,0.404215306,-0.883954139,0.37672097,0.542945511
